id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,geoid,gvid,sumlevel,jam_flags
2190,ca,0,5,43782,20035.0,145.0,1354.0,2055.0,753.0,3363.0,985.0,131.0,658.0,1408.0,6442.0,1186.0,1147.0,408.0,0.0,16357.0,113.0,1085.0,1561.0,705.0,2744.0,866.0,111.0,611.0,1062.0,5365.0,744.0,1021.0,369.0,0.0,2341.0,32.0,231.0,396.0,23.0,382.0,40.0,20.0,12.0,214.0,745.0,206.0,40.0,0.0,0.0,308.0,0.0,0.0,13.0,15.0,55.0,21.0,0.0,14.0,11.0,31.0,98.0,11.0,39.0,0.0,383.0,0.0,0.0,30.0,0.0,78.0,33.0,0.0,21.0,73.0,66.0,51.0,31.0,0.0,0.0,204.0,0.0,10.0,28.0,0.0,38.0,15.0,0.0,0.0,11.0,83.0,19.0,0.0,0.0,0.0,442.0,0.0,28.0,27.0,10.0,66.0,10.0,0.0,0.0,37.0,152.0,68.0,44.0,0.0,0.0,16000US0614890,,,
2191,ca,0,5,43783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0614904,,,
2192,ca,0,5,43784,2587.0,143.0,143.0,76.0,57.0,414.0,106.0,57.0,81.0,268.0,578.0,238.0,129.0,297.0,0.0,2037.0,120.0,85.0,47.0,57.0,362.0,106.0,51.0,77.0,199.0,410.0,127.0,106.0,290.0,0.0,393.0,23.0,58.0,25.0,0.0,36.0,0.0,0.0,4.0,37.0,87.0,111.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,7.0,0.0,57.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,20.0,0.0,11.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,16000US0614946,,,
2193,ca,0,5,43785,47906.0,223.0,1760.0,13263.0,7749.0,4871.0,5055.0,736.0,962.0,3459.0,2560.0,3507.0,1246.0,2493.0,22.0,37465.0,205.0,1281.0,9558.0,6057.0,3885.0,4169.0,610.0,732.0,2940.0,1998.0,2690.0,1152.0,2166.0,22.0,6691.0,18.0,360.0,2293.0,1208.0,609.0,608.0,65.0,176.0,262.0,249.0,513.0,82.0,248.0,0.0,2298.0,0.0,98.0,909.0,314.0,217.0,81.0,46.0,54.0,173.0,128.0,209.0,0.0,69.0,0.0,536.0,0.0,0.0,149.0,52.0,118.0,100.0,8.0,0.0,0.0,62.0,37.0,0.0,10.0,0.0,876.0,0.0,21.0,354.0,118.0,42.0,97.0,7.0,0.0,77.0,102.0,58.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,12.0,0.0,0.0,16000US0614974,,,
2194,ca,0,5,43786,28182.0,348.0,1643.0,5723.0,1618.0,3756.0,3002.0,258.0,495.0,1706.0,5391.0,1121.0,1721.0,1333.0,67.0,20205.0,108.0,1171.0,3680.0,1223.0,2716.0,2430.0,208.0,358.0,1256.0,4129.0,671.0,1124.0,1064.0,67.0,4311.0,94.0,215.0,1417.0,195.0,577.0,447.0,10.0,72.0,283.0,453.0,132.0,268.0,148.0,0.0,1363.0,12.0,81.0,430.0,100.0,166.0,22.0,0.0,0.0,30.0,240.0,95.0,130.0,57.0,0.0,747.0,0.0,52.0,49.0,10.0,187.0,42.0,33.0,15.0,20.0,205.0,45.0,55.0,34.0,0.0,739.0,56.0,62.0,94.0,33.0,74.0,47.0,0.0,27.0,24.0,42.0,178.0,72.0,30.0,0.0,817.0,78.0,62.0,53.0,57.0,36.0,14.0,7.0,23.0,93.0,322.0,0.0,72.0,0.0,0.0,16000US0615044,,,
2195,ca,0,5,43787,60231.0,260.0,4965.0,3962.0,1180.0,8106.0,3384.0,1866.0,9562.0,7314.0,10464.0,4784.0,3280.0,998.0,106.0,46418.0,190.0,3695.0,2995.0,1011.0,6395.0,2827.0,1463.0,7680.0,5475.0,8219.0,3327.0,2171.0,899.0,71.0,7487.0,70.0,799.0,596.0,116.0,1044.0,394.0,277.0,1047.0,925.0,1108.0,388.0,678.0,32.0,13.0,1461.0,0.0,0.0,130.0,13.0,111.0,22.0,34.0,306.0,346.0,255.0,126.0,109.0,9.0,0.0,1337.0,0.0,51.0,61.0,0.0,187.0,0.0,0.0,119.0,83.0,125.0,603.0,100.0,8.0,0.0,1256.0,0.0,39.0,98.0,0.0,175.0,7.0,35.0,160.0,101.0,356.0,198.0,87.0,0.0,0.0,2272.0,0.0,381.0,82.0,40.0,194.0,134.0,57.0,250.0,384.0,401.0,142.0,135.0,50.0,22.0,16000US0616000,,,
2196,ca,0,5,43788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0616035,,,
2197,ca,0,5,43789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0616210,,,
2198,ca,0,5,43790,4698.0,431.0,53.0,278.0,71.0,245.0,43.0,32.0,65.0,35.0,707.0,99.0,108.0,2520.0,11.0,3769.0,357.0,51.0,216.0,43.0,185.0,43.0,0.0,34.0,0.0,556.0,92.0,47.0,2134.0,11.0,498.0,22.0,2.0,16.0,13.0,32.0,0.0,0.0,16.0,22.0,34.0,0.0,0.0,341.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,141.0,11.0,0.0,46.0,0.0,28.0,0.0,0.0,0.0,0.0,10.0,0.0,46.0,0.0,0.0,79.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,45.0,0.0,208.0,20.0,0.0,0.0,15.0,0.0,0.0,32.0,15.0,13.0,104.0,0.0,9.0,0.0,0.0,16000US0616224,,,
2199,ca,0,5,43791,2971.0,199.0,65.0,461.0,42.0,617.0,72.0,16.0,55.0,101.0,615.0,540.0,138.0,37.0,13.0,2364.0,132.0,65.0,393.0,42.0,521.0,52.0,16.0,42.0,97.0,395.0,449.0,110.0,37.0,13.0,334.0,42.0,0.0,46.0,0.0,24.0,20.0,0.0,2.0,0.0,103.0,91.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,0.0,0.0,91.0,25.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,16000US0616322,,,
2200,ca,0,5,43792,72825.0,546.0,10000.0,15586.0,4015.0,8994.0,2216.0,1421.0,5126.0,6553.0,8185.0,5695.0,3189.0,1253.0,46.0,56231.0,325.0,7198.0,12022.0,2839.0,7595.0,1810.0,1012.0,4206.0,4904.0,6664.0,4272.0,2213.0,1125.0,46.0,10797.0,31.0,2369.0,2779.0,790.0,881.0,272.0,231.0,353.0,792.0,668.0,983.0,576.0,72.0,0.0,858.0,85.0,61.0,267.0,35.0,86.0,19.0,0.0,0.0,50.0,25.0,118.0,112.0,0.0,0.0,1038.0,36.0,122.0,85.0,28.0,158.0,0.0,17.0,109.0,77.0,103.0,239.0,64.0,0.0,0.0,905.0,38.0,83.0,205.0,85.0,40.0,57.0,62.0,29.0,90.0,92.0,55.0,62.0,7.0,0.0,2996.0,31.0,167.0,228.0,238.0,234.0,58.0,99.0,429.0,640.0,633.0,28.0,162.0,49.0,0.0,16000US0616350,,,
2201,ca,0,5,43793,28481.0,34.0,829.0,803.0,239.0,988.0,894.0,231.0,1069.0,1541.0,1748.0,2665.0,790.0,5672.0,10978.0,20161.0,34.0,510.0,629.0,227.0,640.0,613.0,138.0,737.0,1140.0,1423.0,1973.0,514.0,4669.0,6914.0,3190.0,0.0,170.0,104.0,12.0,71.0,180.0,41.0,59.0,171.0,122.0,169.0,92.0,651.0,1348.0,952.0,0.0,103.0,15.0,0.0,132.0,9.0,0.0,0.0,31.0,13.0,218.0,41.0,95.0,295.0,962.0,0.0,0.0,0.0,0.0,89.0,23.0,14.0,0.0,0.0,67.0,55.0,14.0,58.0,642.0,1222.0,0.0,46.0,35.0,0.0,0.0,69.0,38.0,73.0,30.0,96.0,149.0,34.0,156.0,496.0,1994.0,0.0,0.0,20.0,0.0,56.0,0.0,0.0,200.0,169.0,27.0,101.0,95.0,43.0,1283.0,16000US0616378,,,
2202,ca,0,5,43794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0616434,,,
2203,ca,0,5,43795,5776.0,0.0,132.0,163.0,78.0,1987.0,499.0,94.0,459.0,416.0,850.0,569.0,258.0,271.0,0.0,4593.0,0.0,107.0,106.0,62.0,1735.0,389.0,66.0,369.0,252.0,694.0,358.0,210.0,245.0,0.0,492.0,0.0,25.0,45.0,0.0,133.0,93.0,0.0,27.0,0.0,78.0,57.0,17.0,17.0,0.0,159.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,47.0,35.0,14.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,16.0,21.0,0.0,6.0,17.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,16.0,97.0,0.0,9.0,0.0,277.0,0.0,0.0,12.0,16.0,0.0,0.0,28.0,47.0,143.0,15.0,16.0,0.0,0.0,0.0,16000US0616462,,,
2204,ca,0,5,43796,85779.0,107.0,4700.0,8820.0,3198.0,14226.0,1856.0,2070.0,9243.0,15017.0,12851.0,7806.0,4616.0,1221.0,48.0,67242.0,87.0,3367.0,7114.0,2511.0,11554.0,1618.0,1775.0,7508.0,11493.0,10424.0,5235.0,3444.0,1064.0,48.0,9659.0,6.0,832.0,886.0,303.0,1452.0,139.0,111.0,1081.0,1882.0,1120.0,1218.0,519.0,110.0,0.0,2463.0,14.0,157.0,251.0,18.0,367.0,62.0,0.0,54.0,326.0,274.0,642.0,283.0,15.0,0.0,2210.0,0.0,37.0,194.0,36.0,266.0,0.0,15.0,215.0,335.0,533.0,402.0,169.0,8.0,0.0,1725.0,0.0,142.0,155.0,103.0,389.0,22.0,31.0,90.0,165.0,212.0,254.0,138.0,24.0,0.0,2480.0,0.0,165.0,220.0,227.0,198.0,15.0,138.0,295.0,816.0,288.0,55.0,63.0,0.0,0.0,16000US0616532,,,
2205,ca,0,5,43797,2780.0,7.0,280.0,255.0,85.0,616.0,55.0,34.0,107.0,268.0,234.0,562.0,226.0,51.0,0.0,1960.0,7.0,186.0,158.0,70.0,487.0,55.0,11.0,65.0,130.0,204.0,362.0,174.0,51.0,0.0,457.0,0.0,94.0,28.0,15.0,47.0,0.0,23.0,9.0,81.0,13.0,147.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,184.0,0.0,0.0,69.0,0.0,50.0,0.0,0.0,0.0,0.0,17.0,35.0,13.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,48.0,0.0,18.0,17.0,0.0,0.0,16000US0616560,,,
2206,ca,0,5,43798,1851.0,30.0,174.0,153.0,115.0,242.0,0.0,23.0,180.0,361.0,187.0,242.0,121.0,23.0,0.0,863.0,30.0,74.0,11.0,29.0,142.0,0.0,0.0,122.0,88.0,117.0,164.0,86.0,0.0,0.0,189.0,0.0,52.0,0.0,0.0,11.0,0.0,0.0,0.0,37.0,0.0,78.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,48.0,126.0,51.0,80.0,0.0,23.0,58.0,236.0,55.0,0.0,24.0,23.0,0.0,16000US0616580,,,
2207,ca,0,5,43799,1025.0,9.0,150.0,57.0,12.0,140.0,77.0,29.0,56.0,65.0,377.0,17.0,30.0,6.0,0.0,900.0,9.0,139.0,57.0,0.0,121.0,48.0,29.0,56.0,31.0,363.0,17.0,30.0,0.0,0.0,31.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000US0616630,,,
2208,ca,0,5,43800,770.0,0.0,55.0,0.0,8.0,30.0,0.0,0.0,24.0,20.0,355.0,145.0,118.0,15.0,0.0,542.0,0.0,9.0,0.0,8.0,30.0,0.0,0.0,11.0,2.0,265.0,114.0,97.0,6.0,0.0,59.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,65.0,12.0,11.0,9.0,0.0,16000US0616651,,,
2209,ca,0,5,43801,641.0,18.0,12.0,30.0,0.0,148.0,7.0,0.0,56.0,67.0,252.0,7.0,36.0,8.0,0.0,452.0,10.0,12.0,24.0,0.0,129.0,0.0,0.0,47.0,48.0,159.0,0.0,15.0,8.0,0.0,37.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,78.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,16000US0616728,,,
2210,ca,0,5,43802,21326.0,54.0,1187.0,2725.0,450.0,2692.0,552.0,381.0,1986.0,1990.0,6107.0,1329.0,1571.0,302.0,0.0,17614.0,54.0,919.0,2262.0,406.0,2086.0,440.0,337.0,1643.0,1781.0,5235.0,945.0,1217.0,289.0,0.0,2187.0,0.0,202.0,375.0,29.0,246.0,92.0,12.0,113.0,129.0,597.0,199.0,193.0,0.0,0.0,365.0,0.0,0.0,60.0,0.0,65.0,20.0,0.0,5.0,33.0,81.0,86.0,15.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,153.0,0.0,12.0,145.0,19.0,24.0,20.0,13.0,0.0,0.0,396.0,0.0,48.0,17.0,8.0,109.0,0.0,0.0,28.0,0.0,62.0,56.0,68.0,0.0,0.0,378.0,0.0,18.0,11.0,7.0,33.0,0.0,20.0,52.0,28.0,108.0,23.0,65.0,13.0,0.0,16000US0616742,,,
2211,ca,0,5,43803,5140.0,9.0,282.0,196.0,74.0,658.0,167.0,61.0,161.0,333.0,1294.0,725.0,152.0,1028.0,0.0,4186.0,9.0,188.0,90.0,74.0,591.0,95.0,61.0,133.0,255.0,1109.0,563.0,108.0,910.0,0.0,548.0,0.0,94.0,70.0,0.0,39.0,55.0,0.0,28.0,46.0,44.0,82.0,0.0,90.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,168.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,80.0,20.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,121.0,0.0,16.0,28.0,0.0,31.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,16000US0617022,,,
2212,ca,0,5,43804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617030,,,
2213,ca,0,5,43805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617050,,,
2214,ca,0,5,43806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617106,,,
2215,ca,0,5,43807,1161.0,0.0,365.0,15.0,0.0,202.0,10.0,0.0,88.0,114.0,108.0,141.0,107.0,11.0,0.0,892.0,0.0,260.0,15.0,0.0,183.0,10.0,0.0,27.0,114.0,81.0,98.0,93.0,11.0,0.0,146.0,0.0,67.0,0.0,0.0,12.0,0.0,0.0,36.0,0.0,8.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,28.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16000US0617162,,,
2216,ca,0,5,43808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617267,,,
2217,ca,0,5,43809,2061.0,34.0,221.0,934.0,0.0,52.0,76.0,9.0,53.0,269.0,194.0,153.0,66.0,0.0,0.0,1638.0,34.0,160.0,890.0,0.0,0.0,76.0,0.0,45.0,110.0,170.0,103.0,50.0,0.0,0.0,177.0,0.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,56.0,24.0,40.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,14.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,8.0,13.0,0.0,10.0,16.0,0.0,0.0,16000US0617274,,,
2218,ca,0,5,43810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617288,,,
2219,ca,0,5,43811,3232.0,0.0,124.0,432.0,93.0,565.0,80.0,22.0,86.0,70.0,1123.0,233.0,206.0,198.0,0.0,2431.0,0.0,91.0,270.0,93.0,459.0,70.0,22.0,35.0,70.0,812.0,186.0,125.0,198.0,0.0,265.0,0.0,33.0,103.0,0.0,0.0,0.0,0.0,42.0,0.0,75.0,12.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,19.0,8.0,21.0,0.0,0.0,257.0,0.0,0.0,59.0,0.0,52.0,10.0,0.0,0.0,0.0,92.0,27.0,17.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,9.0,0.0,125.0,0.0,31.0,0.0,0.0,16000US0617498,,,
2220,ca,0,5,43812,44915.0,41.0,2111.0,3510.0,1240.0,5830.0,1148.0,7829.0,2180.0,6985.0,6266.0,3973.0,3020.0,767.0,15.0,34348.0,34.0,1514.0,2590.0,880.0,4502.0,859.0,6905.0,1797.0,5094.0,4855.0,2721.0,1949.0,648.0,0.0,5038.0,7.0,468.0,469.0,230.0,564.0,191.0,607.0,128.0,832.0,731.0,249.0,462.0,100.0,0.0,2741.0,0.0,73.0,211.0,79.0,566.0,52.0,102.0,56.0,333.0,301.0,616.0,352.0,0.0,0.0,716.0,0.0,0.0,26.0,18.0,117.0,0.0,72.0,0.0,108.0,67.0,153.0,145.0,10.0,0.0,814.0,0.0,29.0,123.0,0.0,65.0,29.0,83.0,27.0,152.0,158.0,123.0,25.0,0.0,0.0,1258.0,0.0,27.0,91.0,33.0,16.0,17.0,60.0,172.0,466.0,154.0,111.0,87.0,9.0,15.0,16000US0617568,,,
2221,ca,0,5,43813,31042.0,0.0,930.0,8423.0,637.0,4276.0,515.0,949.0,1495.0,5884.0,4932.0,1897.0,575.0,529.0,0.0,24601.0,0.0,668.0,7148.0,500.0,3307.0,440.0,784.0,1159.0,4385.0,3934.0,1413.0,399.0,464.0,0.0,2597.0,0.0,169.0,542.0,34.0,419.0,61.0,13.0,100.0,625.0,348.0,169.0,109.0,8.0,0.0,1276.0,0.0,54.0,268.0,46.0,291.0,0.0,18.0,13.0,231.0,143.0,145.0,33.0,34.0,0.0,551.0,0.0,0.0,175.0,0.0,65.0,0.0,12.0,10.0,81.0,148.0,38.0,8.0,14.0,0.0,729.0,0.0,0.0,160.0,0.0,167.0,0.0,22.0,22.0,102.0,117.0,119.0,11.0,9.0,0.0,1288.0,0.0,39.0,130.0,57.0,27.0,14.0,100.0,191.0,460.0,242.0,13.0,15.0,0.0,0.0,16000US0617610,,,
2222,ca,0,5,43814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617708,,,
2223,ca,0,5,43815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617722,,,
2224,ca,0,5,43816,24905.0,12.0,1637.0,3830.0,1103.0,2615.0,492.0,498.0,3353.0,3479.0,4166.0,1942.0,1487.0,263.0,28.0,20140.0,0.0,1270.0,3254.0,981.0,1817.0,420.0,432.0,2812.0,2884.0,3461.0,1356.0,1199.0,226.0,28.0,3064.0,0.0,230.0,493.0,112.0,466.0,55.0,46.0,397.0,354.0,371.0,427.0,85.0,28.0,0.0,247.0,0.0,6.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,90.0,21.0,48.0,0.0,0.0,472.0,0.0,14.0,0.0,8.0,107.0,0.0,0.0,23.0,59.0,165.0,96.0,0.0,0.0,0.0,434.0,0.0,12.0,42.0,2.0,43.0,17.0,0.0,52.0,77.0,0.0,42.0,147.0,0.0,0.0,548.0,12.0,105.0,41.0,0.0,100.0,0.0,20.0,69.0,105.0,79.0,0.0,8.0,9.0,0.0,16000US0617750,,,
2225,ca,0,5,43817,17000.0,0.0,641.0,480.0,160.0,2842.0,1138.0,470.0,1534.0,1456.0,5030.0,1709.0,922.0,618.0,0.0,11594.0,0.0,492.0,341.0,113.0,1762.0,847.0,313.0,1204.0,879.0,3635.0,1013.0,585.0,410.0,0.0,1809.0,0.0,59.0,17.0,12.0,328.0,178.0,61.0,70.0,204.0,556.0,188.0,43.0,93.0,0.0,1649.0,0.0,47.0,50.0,28.0,428.0,45.0,66.0,84.0,155.0,282.0,325.0,104.0,35.0,0.0,801.0,0.0,0.0,15.0,0.0,201.0,0.0,12.0,111.0,0.0,157.0,126.0,166.0,13.0,0.0,226.0,0.0,27.0,15.0,0.0,84.0,0.0,0.0,0.0,22.0,52.0,9.0,5.0,12.0,0.0,921.0,0.0,16.0,42.0,7.0,39.0,68.0,18.0,65.0,196.0,348.0,48.0,19.0,55.0,0.0,16000US0617918,,,
2226,ca,0,5,43818,11772.0,0.0,1219.0,423.0,232.0,1430.0,320.0,255.0,749.0,1466.0,1867.0,2666.0,987.0,158.0,0.0,8379.0,0.0,887.0,180.0,139.0,1173.0,284.0,109.0,506.0,838.0,1460.0,1916.0,744.0,143.0,0.0,1208.0,0.0,272.0,84.0,0.0,92.0,12.0,50.0,19.0,76.0,161.0,320.0,122.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,40.0,6.0,201.0,0.0,0.0,0.0,313.0,0.0,0.0,11.0,0.0,41.0,0.0,0.0,11.0,77.0,50.0,104.0,19.0,0.0,0.0,236.0,0.0,28.0,42.0,9.0,21.0,0.0,0.0,0.0,54.0,28.0,34.0,20.0,0.0,0.0,1376.0,0.0,32.0,106.0,84.0,103.0,24.0,96.0,200.0,381.0,162.0,91.0,82.0,15.0,0.0,16000US0617946,,,
